1	0.063661	0.398988	0.56491	0.702398	0.898731	0.487564	0.985959	0.824529	0.083347	0.627288	0.07748	0.13787	0.366641	0.090343	0.247097	0.668896	0.301475	0.226357	0.190541	0.014292	0.524098	0.116172	0.642214	0.609636	0.180987	0.969978	0.550568	0.316637	0.605829	0.967738	0.606154	0.66949	0.366726	0.171064	0.371887	0.265456	0.658627	0.357846	0.089985	0.741973
2	0.985133	0.167464	0.879843	0.351774	0.257807	0.126939	0.020669	0.559281	0.353295	0.21121	0.573572	0.877393	0.327381	0.215786	0.487028	0.508368	0.185763	0.037596	0.825005	0.791592	0.005334	0.431159	0.461082	0.372059	0.602222	0.832969	0.637515	0.260848	0.190814	0.727499	0.002821	0.175946	0.894963	0.882663	0.52772	0.15277	0.009601	0.548388	0.712051	0.362896
3	0.759598	0.285623	0.240288	0.086979	0.501408	0.727316	0.595346	0.687171	0.764911	0.420351	0.478763	0.770244	0.851509	0.939844	0.142303	0.453731	0.772813	0.779818	0.714579	0.963626	0.507317	0.717399	0.139572	0.402279	0.600061	0.667291	0.555049	0.609662	0.215679	0.267099	0.972557	0.975276	0.552721	0.212844	0.062254	0.054129	0.940159	0.6576	0.741299	0.70507
4	0.077951	0.220062	0.475313	0.92946	0.159906	0.617616	0.38319	0.932718	0.397433	0.097768	0.896344	0.904749	0.815167	0.035915	0.307028	0.415227	0.703206	0.862076	0.024888	0.918884	0.129175	0.997445	0.89416	0.681895	0.210288	0.956414	0.736023	0.150447	0.614014	0.477322	0.855517	0.691964	0.697383	0.33083	0.621424	0.857288	0.948445	0.004614	0.790006	0.345878
5	0.102381	0.686349	0.250627	0.917548	0.722263	0.557654	0.332775	0.425469	0.41973	0.357663	0.344353	0.548905	0.355107	0.238513	0.230799	0.565395	0.194926	0.966822	0.715841	0.80894	0.444143	0.571357	0.500904	0.141526	0.902186	0.122327	0.998814	0.850631	0.12694	0.788819	0.196508	0.229321	0.475167	0.447134	0.146868	0.19743	0.004788	0.479642	0.622898	0.424518
6	0.837304	0.96725	0.973422	0.192411	0.205762	0.204221	0.757805	0.400688	0.171042	0.473646	0.209627	0.615185	0.045003	0.71053	0.75671	0.947189	0.832857	0.755523	0.797819	0.959796	0.544342	0.994327	0.189116	0.019508	0.441461	0.335984	0.216937	0.446249	0.815626	0.839834	0.870766	0.65293	0.807084	0.844188	0.84534	0.012845	0.048408	0.603145	0.413533	0.219449
7	0.07679	0.62316	0.834634	0.121792	0.33369	0.591343	0.068981	0.166546	0.346866	0.8668	0.126341	0.891207	0.861126	0.315457	0.910715	0.302586	0.651441	0.127651	0.748835	0.467066	0.967485	0.6196	0.119996	0.774568	0.463787	0.965335	0.787413	0.512195	0.56848	0.200945	0.731644	0.645269	0.824104	0.566277	0.767061	0.157793	0.15762	0.836042	0.324339	0.504486
8	0.702841	0.45068	0.395693	0.563966	0.766136	0.306407	0.866552	0.417577	0.434057	0.615386	0.884643	0.401541	0.234986	0.004638	0.176109	0.698773	0.969973	0.963521	0.210967	0.538452	0.164466	0.942611	0.183721	0.98857	0.508887	0.950782	0.146363	0.666507	0.786823	0.470701	0.170992	0.489663	0.92138	0.566684	0.053629	0.687516	0.873091	0.920181	0.105092	0.307148
9	0.535567	0.989734	0.708689	0.770552	0.994372	0.884797	0.469325	0.964344	0.848318	0.680292	0.502796	0.012783	0.622902	0.686516	0.001352	0.131789	0.637297	0.147715	0.798295	0.42412	0.618415	0.969287	0.913782	0.539795	0.535971	0.967411	0.22731	0.409061	0.887591	0.332401	0.716209	0.423157	0.322135	0.424897	0.193709	0.316506	0.309693	0.663033	0.280849	0.15801
10	0.343324	0.783645	0.170793	0.966226	0.47016	0.172145	0.098015	0.107457	0.319859	0.896309	0.531576	0.938273	0.865596	0.445358	0.478067	0.401567	0.412769	0.705376	0.810628	0.300359	0.037777	0.526836	0.723516	0.359912	0.951732	0.917224	0.676417	0.261425	0.580257	0.957266	0.419435	0.923581	0.74091	0.590227	0.889807	0.21107	0.762371	0.987821	0.318526	0.082229
11	0.88413	0.850102	0.020502	0.749725	0.29546	0.498568	0.151291	0.708228	0.203944	0.961919	0.008587	0.241721	0.488754	0.732102	0.601632	0.440486	0.649326	0.278049	0.70191	0.229582	0.235314	0.121344	0.153163	0.976224	0.71157	0.042969	0.187293	0.473941	0.030789	0.505819	0.556169	0.914918	0.355921	0.57667	0.664643	0.65138	0.075238	0.815934	0.359608	0.279181
12	0.777852	0.368194	0.520901	0.266605	0.100296	0.122533	0.70709	0.749621	0.400581	0.409	0.979203	0.635894	0.530343	0.132365	0.612118	0.241913	0.175333	0.79941	0.715853	0.206122	0.305229	0.272021	0.121039	0.661149	0.848691	0.785682	0.312529	0.923928	0.601615	0.672136	0.203108	0.379466	0.04033	0.724009	0.646071	0.140625	0.846542	0.35316	0.890246	0.247122
13	0.762159	0.869448	0.883016	0.292502	0.001813	0.495133	0.534414	0.177146	0.294543	0.250266	0.383267	0.599771	0.522287	0.504306	0.26092	0.370977	0.289987	0.573448	0.294904	0.891601	0.245584	0.498012	0.271067	0.285914	0.222021	0.917137	0.426538	0.068562	0.270297	0.316784	0.315684	0.032455	0.186231	0.198699	0.324957	0.188044	0.693832	0.85937	0.365189	0.988375
14	0.109636	0.748455	0.588145	0.631922	0.252761	0.849065	0.002899	0.542747	0.422513	0.297802	0.434348	0.668096	0.795814	0.705414	0.954009	0.017834	0.62255	0.380547	0.086395	0.892846	0.69733	0.402078	0.925301	0.883561	0.600777	0.250257	0.071604	0.294609	0.109627	0.436792	0.282983	0.219263	0.185247	0.871128	0.851185	0.438007	0.720192	0.854083	0.980754	0.142704
15	0.151885	0.415101	0.8108	0.947698	0.120514	0.764808	0.965531	0.743063	0.145355	0.051926	0.635908	0.842684	0.454004	0.561209	0.726245	0.05478	0.811465	0.797848	0.349388	0.921092	0.23464	0.632371	0.140354	0.419887	0.503498	0.991538	0.857894	0.223689	0.84562	0.838647	0.366392	0.997504	0.253747	0.177191	0.945202	0.37426	0.941999	0.910732	0.117323	0.087354
16	0.962658	0.753231	0.930037	0.416661	0.314439	0.656282	0.471441	0.125903	0.45413	0.820829	0.046995	0.68877	0.453199	0.187348	0.108656	0.956696	0.178885	0.966549	0.180384	0.024505	0.805195	0.546776	0.022009	0.058942	0.723967	0.96721	0.433202	0.665966	0.877942	0.550524	0.753319	0.8406	0.303754	0.683356	0.257261	0.618192	0.339637	0.728701	0.744095	0.793766
17	0.54953	0.791089	0.482536	0.002728	0.978437	0.591191	0.959424	0.157322	0.55774	0.139808	0.181826	0.362935	0.686584	0.203835	0.421876	0.41055	0.171045	0.855077	0.076516	0.048987	0.405601	0.829834	0.889586	0.709355	0.513189	0.146846	0.327547	0.852826	0.875546	0.071642	0.646592	0.425076	0.862731	0.129127	0.427804	0.841167	0.720317	0.387227	0.998488	0.278057
18	0.527035	0.180314	0.640991	0.213618	0.384149	0.062866	0.624168	0.555193	0.917943	0.700683	0.604179	0.323544	0.530516	0.493764	0.032898	0.043705	0.640609	0.360444	0.89653	0.516155	0.432085	0.543121	0.941231	0.294816	0.672247	0.369034	0.135982	0.392564	0.756261	0.13447	0.67062	0.283295	0.314784	0.31161	0.496913	0.698932	0.374476	0.12108	0.254124	0.292419
19	0.821763	0.858303	0.615962	0.352279	0.352066	0.64886	0.395983	0.992675	0.009303	0.292512	0.50883	0.441388	0.835633	0.45006	0.736204	0.50788	0.819094	0.872185	0.900443	0.575354	0.006655	0.571063	0.858649	0.321438	0.882672	0.355562	0.020369	0.257148	0.476642	0.274493	0.549566	0.298404	0.132795	0.165528	0.650682	0.484861	0.814387	0.046665	0.477536	0.82369
20	0.339177	0.986365	0.265078	0.174809	0.436425	0.001281	0.682688	0.255519	0.873465	0.58313	0.830873	0.88012	0.154193	0.689521	0.201557	0.036864	0.045083	0.221926	0.294012	0.521724	0.496418	0.843578	0.820127	0.629213	0.009105	0.470809	0.114073	0.823491	0.517473	0.591608	0.647181	0.856649	0.577973	0.912258	0.031457	0.014398	0.913538	0.714145	0.269916	0.787003
21	0.297275	0.100788	0.667122	0.451467	0.790309	0.868678	0.488331	0.835391	0.090603	0.782342	0.357114	0.587021	0.625919	0.177241	0.216233	0.635023	0.648049	0.330305	0.458514	0.165521	0.921913	0.105694	0.02217	0.499885	0.017952	0.053626	0.514282	0.931489	0.767771	0.784198	0.718491	0.065045	0.884985	0.385613	0.516511	0.675294	0.254291	0.004841	0.510684	0.344894
22	0.787183	0.867798	0.931914	0.413101	0.045038	0.148147	0.048124	0.693086	0.478452	0.506638	0.858607	0.400364	0.612332	0.880776	0.900249	0.630283	0.934402	0.414531	0.561771	0.702172	0.198728	0.280262	0.767216	0.083713	0.665875	0.283727	0.759006	0.920165	0.288568	0.26969	0.265058	0.07575	0.137487	0.196972	0.488851	0.182525	0.345118	0.536975	0.875611	0.823569
23	0.043612	0.734217	0.223932	0.655944	0.614993	0.124181	0.286226	0.549395	0.538711	0.847997	0.251566	0.737438	0.128259	0.018782	0.82115	0.794133	0.302509	0.580156	0.714297	0.591076	0.849845	0.979355	0.666825	0.987332	0.176326	0.155676	0.169856	0.521443	0.69265	0.045467	0.345011	0.736262	0.779683	0.568943	0.392205	0.394676	0.693123	0.678431	0.94407	0.231834
24	0.526427	0.195636	0.969271	0.654686	0.214418	0.790421	0.448818	0.516926	0.370577	0.163115	0.108001	0.220422	0.14247	0.774826	0.207753	0.318795	0.930501	0.377609	0.840238	0.623151	0.423075	0.185249	0.359412	0.202758	0.754191	0.751617	0.597433	0.447314	0.430047	0.541503	0.679147	0.956474	0.737139	0.648418	0.611159	0.951556	0.438839	0.059977	0.468481	0.809416
25	0.223091	0.576482	0.029837	0.36556	0.351308	0.237589	0.684355	0.281809	0.615197	0.524592	0.90496	0.038272	0.70984	0.264371	0.241029	0.464031	0.015988	0.838461	0.911344	0.446034	0.379964	0.590491	0.402507	0.117102	0.238909	0.013666	0.068658	0.677748	0.073642	0.537139	0.487163	0.296732	0.113621	0.516999	0.662292	0.464928	0.754587	0.346647	0.746737	0.369784
26	0.871238	0.651696	0.408055	0.581078	0.916066	0.649084	0.045108	0.932054	0.487545	0.956452	0.378087	0.867508	0.546943	0.780594	0.98461	0.785851	0.79426	0.053267	0.463598	0.867901	0.590406	0.950761	0.164633	0.704026	0.467759	0.826925	0.168953	0.222346	0.173571	0.915689	0.59213	0.044809	0.567385	0.000185	0.625887	0.483451	0.649268	0.670995	0.415504	0.136812
27	0.627446	0.793591	0.004319	0.174389	0.574185	0.988929	0.96024	0.368444	0.042196	0.423838	0.236344	0.632601	0.374598	0.400976	0.336626	0.842356	0.2279	0.505579	0.064702	0.401471	0.421268	0.656831	0.446279	0.988652	0.657015	0.072165	0.472102	0.306283	0.743159	0.887605	0.443094	0.370605	0.681195	0.447413	0.544994	0.25538	0.436341	0.505233	0.623823	0.478536
28	0.92907	0.860166	0.111137	0.303668	0.261142	0.447762	0.146023	0.489042	0.953341	0.210725	0.890512	0.374608	0.867556	0.336791	0.36326	0.52457	0.408956	0.835361	0.830852	0.152115	0.722966	0.273946	0.52272	0.404161	0.721358	0.067713	0.65954	0.157699	0.572946	0.283362	0.636235	0.502016	0.143528	0.747371	0.805683	0.404669	0.195133	0.951706	0.893711	0.148473
29	0.16243	0.784223	0.523081	0.029985	0.121014	0.88634	0.554555	0.529969	0.721701	0.385407	0.682084	0.444666	0.659352	0.204804	0.848826	0.38071	0.272517	0.508365	0.538408	0.845462	0.791727	0.174642	0.347477	0.935254	0.922013	0.153159	0.339923	0.117145	0.104864	0.233634	0.265618	0.267294	0.017856	0.788698	0.297278	0.138869	0.675038	0.851832	0.668838	0.396738
30	0.237239	0.350922	0.841403	0.89659	0.555725	0.690229	0.2773	0.828241	0.198594	0.815707	0.673702	0.99032	0.990349	0.021179	0.925574	0.912361	0.174337	0.265497	0.029506	0.279201	0.49913	0.295123	0.546494	0.516986	0.083821	0.843772	0.655854	0.758859	0.695604	0.324692	0.155596	0.932842	0.675613	0.996999	0.829432	0.231337	0.687227	0.106731	0.059578	0.88582
