1	0.88235	0.139034	0.433456	0.026134	0.683683	0.228594	0.373533	0.495535	0.025715	0.829952
2	0.32428	0.846816	0.8021	0.437533	0.028482	0.621102	0.525019	0.597022	0.217231	0.724876
3	0.905272	0.53036	0.919298	0.258624	0.155751	0.937162	0.004427	0.405756	0.018146	0.627605
4	0.629413	0.900495	0.766638	0.062868	0.926628	0.450321	0.291461	0.300161	0.945856	0.317175
5	0.130112	0.270135	0.163991	0.932212	0.707667	0.192472	0.553313	0.232685	0.789493	0.770544
6	0.957561	0.694765	0.300904	0.876858	0.953388	0.456654	0.814019	0.957814	0.86241	0.832165
7	0.585418	0.491822	0.732659	0.352056	0.554689	0.659287	0.802376	0.84615	0.959448	0.748232
8	0.163324	0.089559	0.018366	0.327314	0.021771	0.726033	0.519786	0.575083	0.958718	0.309279
9	0.345626	0.916278	0.004043	0.64653	0.793135	0.95743	0.103183	0.607154	0.915243	0.965593
10	0.439319	0.500661	0.457414	0.171977	0.852716	0.012102	0.831264	0.655092	0.858251	0.790711
11	0.403324	0.021575	0.88027	0.421689	0.348889	0.90204	0.147722	0.868675	0.477123	0.10644
12	0.177953	0.822749	0.022718	0.181996	0.469278	0.815853	0.139425	0.572461	0.423007	0.054668
13	0.538053	0.862325	0.555329	0.995466	0.034302	0.408045	0.007568	0.865565	0.063137	0.865819
14	0.656276	0.46646	0.887393	0.536546	0.888149	0.236282	0.438586	0.035871	0.104956	0.915708
15	0.14231	0.282909	0.738456	0.165028	0.464904	0.207733	0.98088	0.604329	0.780193	0.403887
16	0.658997	0.318246	0.266211	0.214325	0.313711	0.300512	0.62237	0.321278	0.166077	0.685506
17	0.187096	0.822353	0.151965	0.074489	0.358898	0.040113	0.310771	0.797483	0.075984	0.415727
18	0.713191	0.218293	0.698635	0.451646	0.383321	0.163539	0.659379	0.364201	0.767868	0.439572
19	0.768087	0.426864	0.757817	0.034297	0.641189	0.071527	0.334809	0.263558	0.392805	0.500886
20	0.949063	0.579901	0.323238	0.101028	0.65439	0.682136	0.141141	0.96516	0.479619	0.217124
21	0.380887	0.192809	0.435417	0.079522	0.644455	0.818737	0.24306	0.303834	0.182937	0.010927
22	0.743405	0.951023	0.437791	0.501222	0.98532	0.078979	0.572749	0.320129	0.342536	0.965553
23	0.821014	0.291599	0.545454	0.144252	0.392626	0.199843	0.826387	0.533766	0.165003	0.306005
24	0.750889	0.545889	0.498814	0.186306	0.62541	0.143269	0.005042	0.86847	0.447102	0.187978
25	0.879397	0.190506	0.139001	0.317187	0.691727	0.124321	0.396166	0.264475	0.444449	0.738701
26	0.230028	0.265463	0.0303	0.775481	0.409714	0.422925	0.975323	0.2361	0.956691	0.140326
27	0.542105	0.70758	0.686214	0.040919	0.893885	0.311623	0.184187	0.898926	0.180093	0.631288
28	0.086904	0.059489	0.821794	0.225905	0.376675	0.513521	0.350225	0.77284	0.777995	0.794674
29	0.511541	0.008023	0.060136	0.54184	0.783504	0.469849	0.964765	0.758826	0.705949	0.921455
30	0.899152	0.248054	0.629034	0.585365	0.288972	0.522918	0.896988	0.473159	0.421844	0.07708
31	0.104446	0.508747	0.136568	0.92624	0.734652	0.513243	0.43976	0.084876	0.286083	0.217755
32	0.87955	0.797623	0.225777	0.939685	0.339463	0.00928	0.409534	0.304227	0.768106	0.115483
33	0.225681	0.667257	0.363536	0.854715	0.252622	0.652508	0.377633	0.149609	0.125666	0.799476
34	0.226689	0.230112	0.308223	0.363256	0.156351	0.042874	0.876499	0.596111	0.12775	0.162581
35	0.813865	0.007299	0.960204	0.039642	0.946984	0.299666	0.048922	0.356517	0.603892	0.817028
36	0.471999	0.829573	0.484285	0.835535	0.684287	0.736906	0.488043	0.061919	0.886515	0.613708
37	0.861395	0.113203	0.84382	0.169618	0.476459	0.000171	0.212491	0.352958	0.596281	0.340241
38	0.515538	0.410146	0.347539	0.475742	0.449787	0.294522	0.775407	0.498709	0.651039	0.379299
39	0.315736	0.123038	0.208871	0.800021	0.958572	0.893158	0.536926	0.446614	0.955077	0.423441
