1	0.074427	0.392883	0.136592	0.972773	0.928073	0.821858	0.373249	0.247245	0.521277	0.725156
2	0.63474	0.679141	0.397268	0.200092	0.619516	0.514098	0.436895	0.553667	0.786113	0.556329
3	0.676099	0.600001	0.296233	0.015351	0.592265	0.90163	0.874812	0.790089	0.82506	0.500394
4	0.228792	0.899486	0.893276	0.365384	0.872259	0.821349	0.187241	0.245507	0.068594	0.708518
5	0.970662	0.703333	0.387658	0.367929	0.903424	0.007174	0.882026	0.340318	0.56084	0.668139
6	0.896646	0.236939	0.268139	0.192879	0.252289	0.860404	0.094509	0.1271	0.650493	0.919568
7	0.627494	0.879285	0.819053	0.520769	0.244668	0.691311	0.342117	0.431909	0.936818	0.41071
8	0.140426	0.907479	0.114043	0.528084	0.275407	0.017466	0.535257	0.157433	0.357784	0.096097
9	0.825571	0.25443	0.333035	0.09371	0.447309	0.585323	0.954114	0.541817	0.712423	0.604606
10	0.461384	0.339916	0.483891	0.280437	0.860685	0.728558	0.971748	0.202802	0.160467	0.908565
11	0.613511	0.300892	0.816043	0.727553	0.828975	0.09145	0.745019	0.364232	0.248883	0.102803
12	0.460329	0.074454	0.357232	0.793363	0.168163	0.804541	0.378686	0.122277	0.346357	0.091109
13	0.726883	0.80774	0.431025	0.210773	0.088177	0.291709	0.93933	0.059924	0.49451	0.099796
14	0.968488	0.108021	0.400688	0.784531	0.835574	0.229663	0.87598	0.580593	0.593895	0.124863
15	0.683395	0.054223	0.199316	0.040627	0.847585	0.367479	0.845167	0.226271	0.489755	0.191523
16	0.317379	0.216637	0.999263	0.748404	0.427409	0.08744	0.040112	0.366739	0.147363	0.534622
17	0.466535	0.115851	0.642642	0.867222	0.900381	0.478216	0.096885	0.776361	0.058808	0.690779
18	0.901223	0.742203	0.745001	0.100539	0.782829	0.592586	0.468017	0.627996	0.818856	0.957771
19	0.819518	0.136235	0.174408	0.818781	0.884638	0.601816	0.90622	0.92475	0.968555	0.053583
20	0.459372	0.435089	0.169433	0.102013	0.302311	0.069814	0.580229	0.399195	0.846174	0.639036
21	0.089974	0.747397	0.381238	0.834974	0.847935	0.164067	0.42756	0.315952	0.792062	0.246416
22	0.273722	0.61158	0.38265	0.448129	0.43036	0.267288	0.049945	0.33658	0.192038	0.018499
23	0.390163	0.651409	0.453588	0.559595	0.753421	0.755899	0.629409	0.33365	0.155093	0.475583
24	0.972685	0.245067	0.22298	0.353923	0.08004	0.070914	0.517989	0.5076	0.386865	0.31005
25	0.754015	0.660587	0.921629	0.136665	0.108716	0.351989	0.403952	0.15866	0.688569	0.595989
26	0.177159	0.078731	0.247397	0.630746	0.638326	0.000818	0.386644	0.267734	0.334467	0.541737
27	0.743317	0.307152	0.786803	0.966296	0.661074	0.866843	0.037209	0.179062	0.374443	0.424074
28	0.489112	0.128457	0.084661	0.410741	0.265121	0.193376	0.762729	0.669073	0.352036	0.451297
29	0.265061	0.529194	0.530028	0.512458	0.15994	0.168353	0.513275	0.546584	0.436087	0.847742
