1	0.771573	0.833074	0.050551	0.101574	0.72802	0.382101	0.180441	0.348811	0.054274	0.703325	0.529509	0.826453	0.859231	0.330786	0.286787	0.369511	0.392656	0.902342	0.222601	0.204164
2	0.159183	0.592448	0.627036	0.250461	0.529603	0.572124	0.997667	0.834786	0.641617	0.393948	0.020619	0.413189	0.227022	0.071169	0.514763	0.955041	0.453269	0.695203	0.303852	0.507542
3	0.398528	0.833361	0.333995	0.257758	0.164147	0.620781	0.627268	0.556802	0.523122	0.849869	0.760966	0.682305	0.442317	0.388002	0.932765	0.971919	0.960125	0.930432	0.806705	0.601742
4	0.32438	0.827323	0.01493	0.551401	0.898492	0.529693	0.506442	0.351761	0.224895	0.810293	0.859303	0.623422	0.643654	0.193297	0.88118	0.8078	0.814078	0.508447	0.364602	0.3372
5	0.358316	0.125567	0.019504	0.800632	0.513569	0.952269	0.772551	0.473694	0.8827	0.579255	0.075435	0.207079	0.406578	0.090364	0.75848	0.30507	0.620057	0.264921	0.65683	0.844951
6	0.075214	0.516132	0.468373	0.718867	0.709429	0.349552	0.526666	0.523506	0.857999	0.891267	0.860705	0.216314	0.016834	0.880209	0.016946	0.530402	0.832477	0.789496	0.004096	0.715177
7	0.368751	0.07953	0.922256	0.775328	0.169893	0.680735	0.080398	0.78995	0.945656	0.737227	0.6349	0.020869	0.253359	0.103273	0.739736	0.962787	0.452825	0.266402	0.486292	0.310823
8	0.157668	0.346997	0.527137	0.174502	0.227205	0.544082	0.704904	0.059682	0.333577	0.708999	0.774858	0.702327	0.788528	0.697114	0.477655	0.958421	0.377848	0.558052	0.74837	0.323503
9	0.295279	0.38327	0.344372	0.548637	0.486543	0.084107	0.511423	0.939367	0.350508	0.997715	0.25019	0.508176	0.344711	0.777327	0.682678	0.571916	0.321409	0.387582	0.631598	0.654985
10	0.09658	0.406456	0.357312	0.885108	0.103569	0.834967	0.843529	0.481416	0.393019	0.591899	0.804919	0.688297	0.975168	0.14929	0.236934	0.461711	0.233397	0.748356	0.401078	0.583905
11	0.746071	0.651267	0.09208	0.090782	0.428594	0.774757	0.662698	0.750002	0.162339	0.294295	0.404987	0.258918	0.70075	0.762299	0.144026	0.804318	0.597266	0.987554	0.285734	0.990284
12	0.579452	0.090652	0.678581	0.55462	0.239942	0.915514	0.01633	0.473338	0.66387	0.417408	0.057242	0.40994	0.068675	0.149322	0.500722	0.497268	0.924079	0.163419	0.24727	0.086417
13	0.457713	0.652256	0.345335	0.158462	0.414555	0.48936	0.96278	0.01182	0.476914	0.248513	0.002103	0.056366	0.339165	0.680683	0.610985	0.579106	0.596197	0.627315	0.052444	0.260066
14	0.044722	0.109686	0.670006	0.113396	0.259007	0.170727	0.610664	0.183086	0.334145	0.857933	0.269503	0.791858	0.510188	0.614837	0.95032	0.924742	0.104197	0.913099	0.936562	0.58111
15	0.161611	0.938664	0.637475	0.500776	0.619347	0.24846	0.079881	0.215544	0.875774	0.132325	0.475609	0.920496	0.242011	0.145615	0.033892	0.501018	0.316342	0.644555	0.684103	0.650487
16	0.502487	0.953605	0.442344	0.012675	0.568442	0.392663	0.937417	0.672638	0.305761	0.873978	0.253747	0.467372	0.812642	0.891222	0.968147	0.431989	0.139681	0.048028	0.647532	0.015455
17	0.180353	0.12314	0.93595	0.422363	0.268755	0.969842	0.92338	0.585096	0.614396	0.607483	0.235582	0.116883	0.561087	0.677926	0.129557	0.129528	0.070588	0.066974	0.802165	0.376349
