48	27	43
67	15	71
35	56	42
39	47	36
35	33	21
42	68	25
28	19	59
64	62	42
69	44	29
73	65	51
44	25	30
49	54	52
11	46	25
29	53	64
56	34	44
43	54	39
51	70	37
53	51	9
55	50	51
44	22	19
22	40	46
64	59	20
76	57	41
57	45	33
56	67	74
16	5	72
11	19	56
54	32	14
50	75	61
56	66	90
56	87	54
48	28	35
21	14	41
48	78	39
46	71	57
42	80	45
46	51	78
65	40	76
60	47	86
74	30	76
27	33	73
60	26	30
67	82	66
71	31	37
18	62	49
38	67	18
45	26	25
54	21	33
28	34	77
66	47	62
57	15	41
30	18	25
85	39	34
71	60	37
48	27	67
61	23	85
36	24	88
38	75	28
37	45	64
59	55	54
43	61	55
58	57	65
34	8	40
66	48	46
42	19	62
79	71	54
47	24	69
62	65	41
44	33	70
18	80	28
31	28	51
42	67	25
21	16	42
19	89	59
50	35	12
51	53	68
72	83	58
66	55	46
18	62	65
23	83	64
40	81	73
47	12	41
58	30	49
63	77	53
16	57	68
68	76	60
49	72	44
60	21	72
61	67	53
86	71	32
63	37	8
40	58	24
24	45	47
62	58	75
44	26	74
58	43	41
55	38	75
80	31	47
57	58	17
39	87	56
81	41	35
59	42	39
84	29	49
57	23	35
67	56	38
31	15	38
62	87	58
14	31	26
39	67	56
27	20	69
74	65	39
66	67	70
44	57	38
83	76	49
43	38	33
42	66	55
10	48	45
41	26	46
38	41	17
82	46	75
13	42	31
62	50	49
90	55	73
67	69	40
69	24	37
39	53	37
36	72	27
37	76	79
50	66	18
31	24	28
43	57	42
33	27	78
40	67	18
42	48	35
36	58	64
74	53	15
13	21	33
56	32	79
20	38	43
43	17	32
24	8	46
66	28	42
40	46	16
47	49	37
63	61	42
52	42	32
67	72	67
48	18	62
63	76	59
84	38	12
86	45	39
61	70	48
82	77	56
64	39	66
33	70	41
32	54	26
7	66	43
52	24	33
45	41	62
16	38	59
71	58	59
44	56	21
89	48	45
60	53	80
55	54	66
56	55	47
44	77	35
37	50	68
68	73	29
53	56	56
79	49	65
40	22	71
41	23	38
19	62	65
15	38	69
50	63	78
50	57	66
51	43	53
49	70	78
45	55	36
35	44	37
52	63	66
64	33	69
35	55	73
38	48	52
85	42	73
56	57	47
55	37	42
68	33	56
14	50	44
70	50	54
13	79	51
76	34	53
32	17	34
28	45	38
48	68	35
32	58	52
72	64	89
70	47	63
57	46	45
75	48	63
55	28	62
49	11	54
65	68	55
19	89	67
84	53	29
42	36	17
39	58	60
73	57	42
72	47	12
49	52	30
47	17	69
77	77	35
34	21	47
22	40	45
30	60	27
61	57	47
76	65	50
48	22	37
46	14	40
62	45	40
47	80	33
15	62	35
46	67	46
70	36	45
30	44	27
36	26	36
83	59	48
32	53	60
62	20	74
55	57	57
72	71	54
34	51	79
58	63	81
56	40	57
86	55	24
30	59	55
59	32	60
29	63	58
82	51	36
32	57	23
55	67	64
69	23	44
44	41	47
64	46	60
33	41	66
12	51	46
64	7	78
36	42	25
68	13	46
40	53	23
60	55	55
35	40	65
72	25	77
72	28	62
53	65	66
51	66	53
56	46	51
71	23	44
33	62	17
28	19	56
51	63	65
37	75	74
62	78	65
68	70	39
58	43	38
45	32	56
43	27	78
63	40	40
9	69	79
72	52	54
67	18	79
61	31	70
34	31	45
37	53	42
46	44	37
19	30	63
65	38	60
37	64	12
51	49	36
21	25	64
65	56	52
64	16	65
46	25	64
31	73	70
37	67	47
74	56	71
65	53	65
53	63	21
32	76	52
44	83	24
65	46	62
71	81	37
53	47	84
49	15	36
53	35	27
75	43	40
73	60	31
51	57	59
51	56	39
20	70	47
45	38	41
64	30	76
16	36	54
60	22	65
63	60	27
32	7	72
34	27	48
23	43	24
42	53	26
74	55	36
56	48	44
21	73	37
65	69	50
21	59	72
51	75	35
72	41	83
22	59	49
61	58	19
51	17	44
88	78	79
42	63	85
25	62	69
72	46	32
31	26	39
63	61	28
25	77	58
73	16	43
77	46	61
41	68	30
65	52	47
27	26	36
68	75	37
46	46	18
34	54	13
62	38	21
61	78	71
29	51	50
37	31	52
19	31	29
24	45	77
52	57	64
86	24	48
41	74	40
85	64	64
29	28	73
27	84	58
53	86	82
59	44	65
75	57	42
67	40	73
51	65	74
86	78	85
25	49	40
72	58	48
51	29	30
62	72	35
46	39	54
65	68	71
53	17	69
42	52	50
49	50	45
50	21	69
45	56	65
13	61	29
68	52	64
35	53	32
38	82	90
76	34	33
20	72	80
6	58	49
50	52	54
37	46	75
31	59	93
68	51	56
69	50	56
44	82	46
51	47	17
63	33	21
54	64	27
79	65	78
16	32	37
43	24	49
67	59	16
72	31	36
43	68	81
16	53	55
69	61	60
17	32	40
32	61	63
21	23	87
19	49	29
48	52	36
48	40	41
32	74	61
63	57	47
54	37	28
62	28	62
35	52	79
50	56	56
80	31	74
48	30	36
51	34	56
57	46	47
71	27	33
66	41	66
49	33	47
45	52	50
60	66	61
56	41	65
59	67	23
40	67	69
39	29	72
72	79	44
60	43	27
46	20	34
78	24	20
34	36	30
34	78	48
71	46	18
67	56	65
76	39	55
65	15	19
64	51	51
69	23	55
77	60	83
61	59	45
38	64	84
71	57	53
57	29	40
62	68	41
60	42	62
43	42	50
29	24	19
55	35	69
53	65	48
73	69	57
60	61	56
20	68	53
13	62	60
20	51	78
69	64	86
87	73	53
80	45	63
52	45	33
13	65	53
56	29	84
83	11	58
24	69	24
27	79	81
94	15	39
76	42	43
44	47	59
40	50	80
86	37	66
46	60	81
75	16	23
34	21	23
33	28	41
82	43	32
24	32	44
62	62	25
46	63	77
55	30	88
21	71	60
85	36	68
64	53	58
50	73	68
49	36	61
68	57	79
62	70	55
15	22	39
44	30	34
44	11	60
47	17	69
66	74	73
44	78	68
87	33	64
46	65	30
63	32	63
17	61	33
24	80	82
65	61	54
48	45	51
31	53	28
35	47	57
62	48	65
56	65	56
38	81	35
74	59	25
64	57	72
26	26	84
19	26	25
33	59	33
23	84	21
34	62	71
60	76	65
40	61	59
34	76	79
48	25	20
66	67	38
87	25	27
14	52	33
23	69	57
30	54	72
45	72	11
19	11	54
65	48	73
77	68	35
26	45	52
19	60	32
70	65	48
18	64	17
30	81	69
51	16	58
58	11	77
74	8	26
36	86	62
38	58	47
22	17	27
56	17	57
30	60	30
34	24	81
55	88	49
34	58	80
31	70	72
32	56	68
36	23	41
24	22	49
56	45	36
50	20	73
53	55	33
62	39	81
65	46	54
84	11	71
73	82	46
51	45	52
45	49	62
49	19	21
45	34	34
26	72	30
52	5	30
46	43	46
31	39	48
35	30	47
40	48	48
31	38	26
32	50	41
6	15	48
59	36	31
50	66	63
49	9	36
56	41	49
45	65	63
80	67	31
32	63	50
55	37	8
77	90	49
62	84	14
46	79	16
23	24	32
77	40	31
59	23	58
57	30	37
35	33	77
28	59	22
28	37	63
36	75	61
45	58	51
39	58	50
65	52	69
49	42	46
86	62	57
49	65	42
60	54	38
66	42	32
42	45	32
38	64	49
44	72	52
54	58	63
36	74	38
67	27	89
67	71	44
73	67	29
49	49	32
61	30	69
72	57	60
58	90	88
86	28	67
38	72	31
33	37	52
45	50	75
76	48	68
86	17	20
83	63	86
52	71	14
38	12	67
69	41	79
34	27	57
49	57	33
38	67	31
48	76	35
83	21	73
32	54	24
59	42	37
42	77	87
16	53	48
55	32	37
73	36	72
60	47	33
23	50	69
57	65	43
60	63	73
69	38	93
68	29	57
43	32	34
69	52	39
68	61	55
48	52	34
59	65	61
70	18	30
18	30	78
30	64	85
36	43	39
43	48	8
18	24	41
36	60	35
20	55	57
35	29	56
50	55	63
46	66	41
15	10	79
36	25	29
26	82	37
59	26	39
79	45	37
21	72	32
38	64	20
67	65	65
22	78	23
44	29	40
52	62	35
13	51	40
42	39	40
39	41	50
45	21	29
43	52	43
63	48	75
29	38	49
72	67	35
79	29	78
60	12	44
50	34	54
25	75	57
71	59	53
41	40	31
38	47	53
36	18	63
9	47	28
35	45	62
17	28	78
70	51	42
59	52	67
37	30	27
38	84	44
82	66	28
64	64	44
53	55	62
38	42	23
74	36	30
21	10	53
74	40	45
41	56	91
63	47	43
26	29	28
37	24	21
38	49	32
31	52	49
43	56	73
31	38	50
39	37	73
29	72	34
38	58	53
73	35	72
71	31	67
75	36	77
85	55	61
40	39	65
69	19	11
69	40	32
22	36	46
62	35	65
35	77	53
62	67	70
74	42	76
11	35	82
84	80	33
51	27	40
35	26	73
47	68	70
51	50	32
59	46	36
41	44	65
48	20	53
44	36	93
48	53	34
16	63	70
44	60	26
42	43	22
59	76	74
47	59	68
22	36	15
16	34	79
67	78	73
53	64	78
18	56	14
53	30	3
26	23	69
42	29	46
29	50	73
47	69	40
74	58	66
51	64	31
61	15	63
62	50	49
41	27	45
67	34	50
62	51	46
52	50	41
71	76	15
32	28	61
37	36	16
34	40	67
47	28	59
55	44	60
80	70	30
7	35	87
63	24	54
45	61	18
28	86	46
36	61	53
15	72	48
41	85	35
53	28	30
51	48	65
41	77	60
44	45	72
41	27	21
61	73	28
24	37	32
39	44	50
41	21	64
39	60	64
59	67	74
66	51	51
50	45	77
78	30	13
49	72	61
52	15	28
45	26	41
82	50	44
44	69	49
68	83	25
43	29	13
41	52	29
36	68	62
32	35	64
13	78	49
21	30	78
16	33	68
36	72	29
72	34	32
14	45	16
15	30	19
35	9	50
53	68	37
46	73	60
59	20	42
24	45	48
55	32	69
54	62	33
44	68	43
57	35	56
23	67	32
50	22	41
42	53	48
22	58	14
66	23	59
70	63	31
36	13	27
62	41	41
27	37	48
35	10	66
36	58	22
83	75	63
58	38	45
78	85	77
75	46	65
77	46	40
66	45	38
82	70	84
33	65	56
71	51	24
56	56	34
12	80	49
16	79	51
15	77	36
89	41	36
20	83	21
64	42	51
33	17	28
34	28	48
79	74	27
64	62	17
60	70	80
19	29	16
21	27	30
10	45	37
61	44	48
29	57	52
27	56	44
56	61	36
61	60	60
42	41	37
81	44	39
65	59	37
41	54	61
26	51	42
23	72	35
75	53	30
24	25	45
27	66	39
19	59	56
29	61	48
41	49	64
73	56	37
76	77	76
12	83	85
21	46	66
56	51	24
44	43	51
80	19	82
83	75	28
71	60	63
71	26	19
59	74	54
79	27	71
87	71	69
62	76	47
78	28	42
33	17	41
38	39	47
28	49	56
53	69	32
67	30	39
29	77	35
20	52	32
47	44	48
83	36	34
44	29	47
40	56	31
23	51	74
68	45	28
53	48	34
22	33	63
8	37	66
41	65	79
51	68	60
51	57	75
55	29	67
36	80	41
37	51	18
72	20	41
46	47	96
59	46	37
38	63	64
55	52	43
36	38	20
37	53	54
68	29	86
75	37	34
63	11	28
66	46	25
50	47	53
81	32	64
23	24	71
53	65	64
14	67	55
66	30	82
59	65	64
15	53	70
57	24	57
36	48	80
68	23	29
8	55	86
77	33	81
22	57	56
79	65	42
34	53	42
71	45	65
89	34	32
30	29	27
47	36	56
70	13	38
79	60	9
49	49	67
35	75	52
21	57	69
17	26	54
55	32	64
32	46	68
67	47	40
29	77	58
24	61	36
29	25	56
45	46	40
49	67	78
56	22	17
43	73	64
67	36	23
49	55	64
45	56	67
28	22	34
63	34	59
33	49	35
21	51	67
69	41	48
34	57	71
45	28	39
42	37	24
70	27	27
64	83	77
29	40	59
78	42	65
68	60	34
18	46	45
62	74	51
68	42	33
52	67	52
32	20	25
50	77	73
35	52	78
53	26	75
87	55	45
52	52	64
78	71	53
59	47	30
47	60	57
44	18	21
23	64	67
40	69	55
73	52	40
60	82	22
46	10	57
59	37	72
34	29	54
12	48	58
63	46	65
44	9	31
70	83	55
66	23	35
28	36	78
35	28	28
19	52	43
72	86	45
13	28	31
52	24	53
65	4	35
37	56	34
31	56	34
59	64	56
71	60	24
53	83	40
45	57	17
20	47	79
60	35	60
28	74	54
43	62	54
57	21	60
65	49	25
23	35	27
77	92	47
34	48	79
69	42	21
11	64	34
24	27	45
36	60	67
42	28	69
23	51	33
70	36	54
37	56	58
43	74	62
28	32	55
51	62	60
9	67	45
47	64	33
56	19	81
34	54	63
76	17	20
40	64	75
