A	0	0	1
A	0	1	0
A	0	2	0
A	0	3	1
A	0	4	1
A	0	5	0
A	0	6	0
A	0	7	0
A	0	8	1
A	0	9	1
A	0	10	1
A	0	11	1
A	0	12	0
A	0	13	1
A	0	14	1
A	0	15	1
A	0	16	1
A	0	17	0
A	0	18	0
A	0	19	0
A	0	20	1
A	0	21	1
A	0	22	0
A	0	23	1
A	0	24	0
A	0	25	1
A	0	26	0
A	0	27	0
A	0	28	1
A	0	29	1
A	0	30	1
A	0	31	0
A	0	32	0
A	0	33	0
A	0	34	0
A	0	35	0
A	0	36	1
A	0	37	0
A	0	38	1
A	0	39	0
A	0	40	1
A	0	41	1
A	0	42	1
A	0	43	1
A	0	44	1
A	0	45	0
A	0	46	0
A	0	47	1
A	0	48	0
A	0	49	1
A	0	50	0
A	0	51	1
A	0	52	0
A	0	53	1
A	0	54	0
A	0	55	0
A	0	56	0
A	0	57	1
A	0	58	0
A	0	59	0
A	0	60	1
A	0	61	1
A	0	62	1
A	0	63	1
A	0	64	1
A	0	65	0
A	0	66	1
A	0	67	0
A	0	68	0
A	0	69	1
A	0	70	1
A	0	71	1
A	0	72	0
A	0	73	0
A	0	74	0
A	0	75	1
A	0	76	1
A	0	77	0
A	0	78	0
A	0	79	0
A	0	80	0
A	0	81	0
A	0	82	1
A	0	83	0
A	0	84	0
A	0	85	1
A	0	86	1
A	0	87	1
A	0	88	0
A	0	89	0
A	0	90	0
A	0	91	1
A	0	92	1
A	0	93	0
A	0	94	0
A	0	95	0
A	0	96	0
A	0	97	0
A	0	98	1
A	0	99	0
A	0	100	0
A	0	101	0
A	0	102	0
A	0	103	0
A	0	104	0
A	0	105	1
A	0	106	0
A	0	107	1
A	0	108	1
A	0	109	0
A	0	110	1
A	0	111	1
A	0	112	0
A	0	113	0
A	0	114	0
A	0	115	1
A	0	116	1
A	0	117	0
A	0	118	1
A	0	119	1
A	0	120	1
A	0	121	1
A	0	122	1
A	0	123	1
A	0	124	1
A	0	125	1
A	0	126	1
A	0	127	1
A	0	128	0
A	0	129	1
A	0	130	1
A	0	131	0
A	0	132	0
A	0	133	1
A	0	134	1
A	0	135	0
A	0	136	1
A	0	137	1
A	0	138	1
A	0	139	0
A	0	140	1
A	0	141	1
A	0	142	0
A	0	143	1
A	0	144	0
A	0	145	0
A	0	146	0
A	0	147	1
A	0	148	0
A	0	149	0
A	0	150	1
A	0	151	1
A	0	152	0
A	0	153	1
A	0	154	1
A	0	155	0
A	0	156	1
A	0	157	0
A	0	158	1
A	0	159	1
A	0	160	0
A	0	161	0
A	0	162	0
A	0	163	0
A	0	164	0
A	0	165	0
A	0	166	0
A	0	167	1
A	0	168	1
A	0	169	0
A	0	170	1
A	0	171	0
A	0	172	0
A	0	173	1
A	0	174	0
A	0	175	0
A	0	176	0
A	0	177	0
A	0	178	1
A	0	179	0
A	0	180	1
A	0	181	1
A	0	182	1
A	0	183	1
A	0	184	0
A	0	185	1
A	0	186	1
A	0	187	1
A	0	188	1
A	0	189	0
A	0	190	0
A	0	191	0
A	0	192	1
A	0	193	1
A	0	194	0
A	0	195	0
A	0	196	0
A	0	197	0
A	0	198	0
A	0	199	1
A	1	0	1
A	1	1	1
A	1	2	0
A	1	3	1
A	1	4	1
A	1	5	0
A	1	6	1
A	1	7	1
A	1	8	1
A	1	9	0
A	1	10	0
A	1	11	1
A	1	12	0
A	1	13	1
A	1	14	0
A	1	15	0
A	1	16	1
A	1	17	1
A	1	18	0
A	1	19	1
A	1	20	0
A	1	21	1
A	1	22	0
A	1	23	1
A	1	24	1
A	1	25	0
A	1	26	0
A	1	27	0
A	1	28	1
A	1	29	1
A	1	30	1
A	1	31	0
A	1	32	0
A	1	33	0
A	1	34	1
A	1	35	0
A	1	36	0
A	1	37	1
A	1	38	1
A	1	39	0
A	1	40	0
A	1	41	1
A	1	42	1
A	1	43	0
A	1	44	0
A	1	45	1
A	1	46	0
A	1	47	1
A	1	48	1
A	1	49	1
A	1	50	0
A	1	51	1
A	1	52	0
A	1	53	1
A	1	54	0
A	1	55	1
A	1	56	0
A	1	57	0
A	1	58	1
A	1	59	1
A	1	60	0
A	1	61	0
A	1	62	1
A	1	63	1
A	1	64	1
A	1	65	1
A	1	66	1
A	1	67	0
A	1	68	0
A	1	69	1
A	1	70	1
A	1	71	1
A	1	72	1
A	1	73	1
A	1	74	0
A	1	75	0
A	1	76	1
A	1	77	1
A	1	78	0
A	1	79	0
A	1	80	1
A	1	81	1
A	1	82	0
A	1	83	0
A	1	84	0
A	1	85	1
A	1	86	0
A	1	87	1
A	1	88	0
A	1	89	0
A	1	90	0
A	1	91	1
A	1	92	0
A	1	93	0
A	1	94	1
A	1	95	0
A	1	96	0
A	1	97	0
A	1	98	1
A	1	99	1
A	1	100	1
A	1	101	1
A	1	102	0
A	1	103	1
A	1	104	1
A	1	105	1
A	1	106	1
A	1	107	1
A	1	108	1
A	1	109	1
A	1	110	0
A	1	111	1
A	1	112	0
A	1	113	0
A	1	114	0
A	1	115	0
A	1	116	1
A	1	117	1
A	1	118	1
A	1	119	0
A	1	120	0
A	1	121	0
A	1	122	0
A	1	123	1
A	1	124	1
A	1	125	1
A	1	126	1
A	1	127	1
A	1	128	1
A	1	129	0
A	1	130	1
A	1	131	0
A	1	132	1
A	1	133	0
A	1	134	1
A	1	135	0
A	1	136	0
A	1	137	0
A	1	138	0
A	1	139	1
A	1	140	1
A	1	141	0
