0	9.121313696258343E-5
1	9.905393323547504E-5
2	1.0043352729917422E-4
3	7.18280375219431E-5
4	7.33639558581464E-5
5	8.390189873932504E-5
6	6.57539328712266E-5
7	1.0001636579372288E-4
8	1.0398683081515028E-4
9	1.0844773707922876E-4
10	1.0164488447016535E-4
11	1.3850030412292975E-4
12	8.95787156718647E-5
13	1.0313471673501851E-4
14	1.1576801364660134E-4
15	1.0226469233594085E-4
16	1.2178761982439017E-4
17	1.7658413175914182E-4
18	1.1845345916943363E-4
19	1.250735992199122E-4
20	1.4765311948134529E-4
21	9.825866879018514E-5
22	7.29843888026647E-5
23	1.0769378950347297E-4
24	1.2817883534917246E-4
25	1.1562262795229658E-4
26	7.855092444405779E-5
27	9.424045118463675E-5
28	1.1340966713047517E-4
29	2.4370072066403644E-4
30	9.181704094645053E-5
31	1.2310717612517828E-4
32	1.1365441562167662E-4
33	1.0652135063150717E-4
34	1.0255911307881269E-4
35	1.679068425075185E-4
36	5.6250804609219826E-5
37	8.135612444211527E-5
38	9.177029970174866E-5
39	1.1965884156582183E-4
40	1.0562099297686312E-4
41	7.936476619656836E-5
42	1.160315369928437E-4
43	7.236878060843646E-5
44	9.492448417005191E-5
45	9.215179717095223E-5
46	9.298916866279822E-5
47	1.1930813208571569E-4
48	7.968870343276947E-5
49	7.990409428667366E-5
50	9.431131214803855E-5
51	9.96607202412485E-5
52	7.720233621305968E-5
53	7.923702141365992E-5
54	1.0532650891780182E-4
55	6.459612280836512E-5
56	1.053877797079187E-4
57	6.654824344431439E-5
58	1.0662033544614581E-4
59	6.668123722869424E-5
60	1.2725015435251986E-4
61	8.984667689137611E-5
62	9.431533031190293E-5
63	9.81987115746189E-5
64	8.213785330490944E-5
65	1.1048215449060075E-4
66	8.082337811552455E-5
67	1.0405432635852357E-4
68	8.734951138043135E-5
69	8.122535326187491E-5
70	1.3570512726061764E-4
71	8.960726489827164E-5
72	9.56183206929763E-5
73	9.992177778558325E-5
74	8.848448358631277E-5
75	1.0528488413970354E-4
76	7.894311287239269E-5
77	1.015479431768137E-4
78	2.074846075420061E-4
79	1.1609548234771952E-4
80	7.708864070280276E-5
81	9.852396579831845E-5
82	1.0483731347847353E-4
83	7.477878558086972E-5
84	9.221529384444743E-5
85	1.3292471631894318E-4
86	1.0119593503673057E-4
87	8.990879309557475E-5
88	9.63012670407837E-5
89	9.279399131910144E-5
90	8.34740082082818E-5
91	1.1287513409289342E-4
92	9.454207508351039E-5
93	1.1260178371488932E-4
94	1.1588809460801561E-4
95	1.1144010735421531E-4
96	9.764738936320082E-5
97	6.728400878763086E-5
98	1.1689752820412644E-4
99	9.519147801387455E-5
100	9.101383365989164E-5
101	6.873828183160431E-5
102	8.637575018481668E-5
103	1.4168396740821783E-4
104	9.38427779584988E-5
105	1.0490312099392122E-4
106	8.564001926226019E-5
107	9.652062117349237E-5
108	7.497507785626835E-5
109	9.473570535266185E-5
110	1.1417402470259726E-4
111	1.0769974161184922E-4
112	8.099664380523836E-5
113	1.022023125109042E-4
114	1.2979565340042192E-4
115	8.813061083513117E-5
116	8.268355006228093E-5
117	8.875203854359707E-5
118	9.977643778730383E-5
119	8.518540924645148E-5
120	8.324330698364742E-5
121	1.0814172404228193E-4
122	7.84624816416703E-5
123	1.252587502185645E-4
124	9.327582480849912E-5
125	1.0369467961399228E-4
126	7.468742307221573E-5
127	1.2319250170476952E-4
128	8.477517841603526E-5
129	9.944226891001821E-5
130	9.894550127468982E-5
131	8.302089135658177E-5
132	1.1001172799579845E-4
133	8.384316464605408E-5
134	9.924676717114137E-5
135	8.606840328278266E-5
136	1.005650262931555E-4
137	8.442402472798168E-5
138	7.705210305502437E-5
139	1.0200913971845232E-4
140	7.34107547728941E-5
141	8.691512353427052E-5
142	1.2123639727628757E-4
143	8.799939050340344E-5
144	1.1828352355360503E-4
145	1.071897017930929E-4
146	9.291200231372891E-5
147	1.1547836156652067E-4
148	6.69361097742094E-5
149	7.164828336632048E-5
150	1.1198505942401507E-4
151	1.038023121641195E-4
152	6.881783566520739E-5
153	7.668303449715822E-5
154	8.306744831991523E-5
155	9.402578572842982E-5
156	1.0057158884341853E-4
157	8.756528999660585E-5
158	7.031356995520206E-5
159	1.0376938287566958E-4
160	1.2638029759338398E-4
161	8.756860444087149E-5
162	1.1465692589020972E-4
163	2.0383849467237175E-4
164	8.962473223780223E-5
165	9.354141025796945E-5
166	1.3941309528283944E-4
